Year,Genus,Export region,Exporter reported quantity,Purpose,Source
2010,Pongo,Europe,1,B,C
2010,Pongo,Unk,1,Z,F
2010,Pongo,Asia,1,Z,C
2010,Pongo,Europe,1,Z,C
2010,Pongo,Asia,1,Z,C
2010,Pongo,Asia,3,Z,F
2010,Pongo,Europe,2,Z,F
2010,Pongo,Europe,1,Z,C
2010,Pongo,Asia,1,Q,C
2010,Pongo,Europe,1,Z,C
2010,Pongo,America,2,Z,F
2010,Bunopithecus,Asia,5,B,C
2010,Bunopithecus,Asia,5,B,W
2010,Hylobates,Europe,1,Q,C
2010,Hylobates,Europe,2,Z,C
2010,Hylobates,Asia,1,Q,C
2010,Hylobates,Europe,1,Z,C
2010,Hylobates,Other,1,B,C
2010,Hylobates,Europe,1,Z,F
2010,Nomascus,Asia,1,Z,C
2010,Nomascus,Asia,1,Z,F
2010,Nomascus,Europe,1,B,F
2010,Nomascus,Europe,1,Z,F
2010,Nomascus,Europe,1,Z,F
2010,Symphalangus,Europe,1,Z,C
2010,Symphalangus,Asia,1,Z,C
2010,Symphalangus,Europe,2,Z,C
2010,Symphalangus,Europe,1,T,C
2010,Symphalangus,Europe,1,Z,C
2010,Symphalangus,Europe,1,Z,C
2010,Eulemur,Europe,1,Z,C
2010,Eulemur,Europe,1,Z,C
2010,Eulemur,Asia,2,Z,C
2010,Eulemur,Europe,1,Z,C
2010,Eulemur,Europe,1,Z,F
2010,Eulemur,America,11,Z,F
2010,Lemur,America,6,Z,C
2010,Lemur,Asia,2,Z,C
2010,Lemur,Asia,8,Z,C
2010,Lemur,Europe,2,Z,C
2010,Lemur,America,4,Z,C
2010,Lemur,Europe,5,Z,C
2010,Lemur,Europe,2,Z,C
2010,Lemur,Europe,25,Z,C
2010,Lemur,America,28,Z,C
2010,Lemur,Europe,4,T,C
2010,Lemur,Europe,6,T,C
2010,Lemur,Europe,1,Z,C
2010,Lemur,Europe,1,Z,C
2010,Lemur,Europe,4,Z,C
2010,Lemur,Europe,4,Z,C
2010,Lemur,Asia,3,Z,C
2010,Lemur,Europe,2,Z,C
2010,Lemur,Europe,2,Z,C
2010,Lemur,Europe,3,Z,C
2010,Lemur,Europe,10,Z,C
2010,Lemur,Asia,2,Z,C
2010,Lemur,Europe,2,B,C
2010,Lemur,Europe,2,Z,C
2010,Lemur,Africa,1,Z,C
2010,Lemur,Asia,14,Z,C
2010,Lemur,Europe,1,T,C
2010,Lemur,Europe,1,T,C
2010,Lemur,Europe,1,T,C
2010,Lemur,Europe,3,T,C
2010,Prolemur,Africa,1,S,W
2010,Prolemur,Africa,1,S,C
2010,Prolemur,Europe,1,Z,C
2010,Varecia,Europe,2,Z,C
2010,Varecia,Europe,2,Z,C
2010,Varecia,Europe,4,Z,C
2010,Varecia,Europe,2,Z,C
2010,Varecia,Europe,3,Z,C
2010,Varecia,Europe,2,Z,C
2010,Varecia,Europe,1,Z,C
2010,Varecia,Europe,1,Z,C
2010,Varecia,Europe,4,Z,C
2010,Varecia,Europe,1,Z,C
2010,Varecia,Asia,2,Z,C
2010,Varecia,Europe,1,Z,F
2010,Varecia,Europe,1,Z,C
2010,Varecia,Europe,1,Z,C
2010,Nycticebus,Asia,1,Z,U
2010,Nycticebus,America,3,Z,F
2010,Aotus,Europe,2,Z,C
2010,Alouatta,Europe,1,Z,C
2010,Alouatta,America,20,T,W
2010,Alouatta,Africa,4,Z,W
2010,Alouatta,America,40,T,W
2010,Ateles,Other,1,Q,C
2010,Ateles,America,20,T,W
2010,Ateles,America,40,T,W
2010,Lagothrix,Europe,1,Z,C
2010,Lagothrix,Europe,1,Z,I
2010,Lagothrix,America,1,Z,F
2010,Lagothrix,America,1,Z,I
2010,Callithrix,Europe,2,Z,C
2010,Callithrix,Africa,4,T,C
2010,Callithrix,Europe,1,Z,C
2010,Callithrix,America,8,T,C
2010,Callithrix,Africa,10,T,C
2010,Callithrix,America,2,Z,F
2010,Callithrix,Africa,8,T,C
2010,Callithrix,Africa,10,T,C
2010,Callithrix,Africa,6,T,C
2010,Callithrix,Africa,1,P,C
2010,Callithrix,Europe,4,Z,C
2010,Callithrix,Europe,4,T,C
2010,Callithrix,Africa,58,T,C
2010,Callithrix,Africa,40,T,C
2010,Callithrix,Africa,8,T,C
2010,Callithrix,Africa,40,T,C
2010,Callithrix,America,8,T,C
2010,Callithrix,Africa,432,T,C
2010,Callithrix,Africa,50,T,F
2010,Callithrix,Africa,80,B,C
2010,Callithrix,Asia,2,Z,C
2010,Callithrix,Africa,6,T,C
2010,Callithrix,Africa,36,T,C
2010,Callithrix,Africa,20,T,C
2010,Callithrix,Africa,8,T,C
2010,Callithrix,Africa,2,Z,C
2010,Callithrix,Africa,20,T,C
2010,Callithrix,America,11,T,C
2010,Callithrix,Africa,224,T,C
2010,Callithrix,Africa,10,T,F
2010,Callithrix,Europe,4,Z,C
2010,Callithrix,Europe,2,Z,C
2010,Callithrix,Other,1,Q,C
2010,Callithrix,Europe,1,T,C
2010,Callithrix,Europe,1,Z,C
2010,Callithrix,Europe,1,Z,C
2010,Callithrix,Europe,8,B,C
2010,Callithrix,Europe,2,T,C
2010,Callithrix,Europe,10,T,C
2010,Cebus,America,2,T,F
2010,Cebus,America,4,T,C
2010,Cebus,America,6,Q,F
2010,Cebus,America,2,Q,I
2010,Cebus,America,31,T,W
2010,Cebus,Europe,2,B,F
2010,Cebus,Europe,4,Z,C
2010,Cebus,America,10,T,W
2010,Cebus,America,50,Z,W
2010,Cebus,Europe,1,Q,W
2010,Cebus,America,2,Q,F
2010,Cebus,Africa,62,T,C
2010,Cebus,America,30,T,W
2010,Cebus,America,4,Q,F
2010,Cebus,America,11,T,W
2010,Cebus,Asia,2,Q,F
2010,Cebus,Europe,1,,I
2010,Cebus,America,12,T,W
2010,Cebus,Europe,1,Q,C
2010,Cebus,Europe,2,Z,F
2010,Cebus,America,40,T,W
2010,Cebus,Africa,2,T,W
2010,Cebus,Europe,5,Q,W
2010,Cebus,America,29,T,W
2010,Cebus,America,1,Z,F
2010,Cebus,Europe,1,Z,C
2010,Saguinus,Europe,4,T,C
2010,Saguinus,Africa,10,T,C
2010,Saguinus,Europe,1,Z,C
2010,Saguinus,Europe,1,Z,C
2010,Saguinus,Europe,1,Z,C
2010,Saguinus,Europe,1,Z,C
2010,Saguinus,Europe,1,Z,C
2010,Saguinus,Europe,2,Z,C
2010,Saguinus,Africa,10,T,C
2010,Saguinus,America,40,T,W
2010,Saguinus,Africa,5,Z,C
2010,Saguinus,Europe,3,Z,C
2010,Saguinus,America,3,T,W
2010,Saguinus,Africa,1,Z,C
2010,Saguinus,America,10,T,W
2010,Saguinus,America,40,T,W
2010,Saguinus,Africa,62,T,C
2010,Saguinus,America,4,T,W
2010,Saimiri,America,4,S,W
2010,Saimiri,America,435,T,W
2010,Saimiri,Africa,2,T,W
2010,Saimiri,Africa,12,Q,C
2010,Saimiri,Asia,8,Z,C
2010,Saimiri,America,1,P,F
2010,Saimiri,America,46,T,W
2010,Saimiri,Europe,1,Z,F
2010,Saimiri,Europe,1,Z,W
2010,Saimiri,America,70,Z,W
2010,Saimiri,Africa,30,Z,W
2010,Saimiri,Africa,10,Z,W
2010,Saimiri,America,9,T,W
2010,Saimiri,America,20,T,W
2010,Saimiri,America,295,T,W
2010,Allochrocebus,America,5,Z,F
2010,Cercocebus,Africa,1,Z,W
2010,,Africa,3,T,W
2010,Cercopithecus,Africa,5,T,W
2010,Cercopithecus,Europe,1,,I
2010,Cercopithecus,Africa,4,Z,W
2010,Cercopithecus,Africa,5,T,W
2010,Cercopithecus,Africa,1,P,W
2010,Cercopithecus,Europe,1,,I
2010,Cercopithecus,Africa,10,T,W
2010,Cercopithecus,Africa,5,T,W
2010,Cercopithecus,Africa,6,T,W
2010,Cercopithecus,Africa,6,Z,W
2010,Cercopithecus,Europe,10,B,W
2010,Cercopithecus,Africa,12,T,W
2010,Cercopithecus,Africa,20,T,W
2010,Cercopithecus,Europe,1,,I
2010,Cercopithecus,Europe,1,Z,C
2010,Cercopithecus,Africa,10,T,W
2010,Cercopithecus,Europe,1,Z,C
2010,Cercopithecus,Europe,2,T,C
2010,Cercopithecus,Africa,8,T,W
2010,Cercopithecus,Europe,2,Z,C
2010,Cercopithecus,Africa,2,Z,C
2010,Cercopithecus,Africa,5,T,W
2010,Cercopithecus,Europe,1,,I
2010,Cercopithecus,Africa,8,T,W
2010,Chlorocebus,Africa,11,T,W
2010,Chlorocebus,Africa,6,T,W
2010,Chlorocebus,Africa,6,Z,W
2010,Chlorocebus,America,20,M,C
2010,Chlorocebus,Europe,1,Q,C
2010,Chlorocebus,Africa,6,T,W
2010,Chlorocebus,America,60,M,C
2010,Chlorocebus,America,60,M,W
2010,Chlorocebus,Africa,80,M,W
2010,Chlorocebus,America,210,M,C
2010,Chlorocebus,America,17,M,C
2010,Chlorocebus,America,17,M,I
2010,Chlorocebus,Africa,3,P,
2010,Chlorocebus,Europe,1,E,C
2010,Chlorocebus,Europe,1,E,U
2010,Chlorocebus,Europe,1,Z,I
2010,Chlorocebus,Africa,12,B,R
2010,Chlorocebus,Africa,15,T,W
2010,Chlorocebus,Europe,20,B,W
2010,Chlorocebus,Africa,50,T,
2010,Chlorocebus,Africa,444,T,
2010,Chlorocebus,Asia,8,P,F
2010,Chlorocebus,America,70,M,W
2010,Chlorocebus,America,60,T,W
2010,Chlorocebus,Europe,2,,I
2010,Chlorocebus,Asia,6,Z,F
2010,Chlorocebus,Africa,2,Z,C
2010,Chlorocebus,Africa,200,T,C
2010,Chlorocebus,America,42,T,W
2010,Chlorocebus,America,28,M,W
2010,Chlorocebus,America,152,T,W
2010,Chlorocebus,Europe,2,,I
2010,Colobus,Europe,1,Z,C
2010,Colobus,Europe,1,Z,C
2010,Colobus,Europe,4,Z,C
2010,Colobus,America,3,Z,C
2010,Erythrocebus,Africa,25,T,W
2010,Erythrocebus,Africa,20,T,W
2010,Erythrocebus,Asia,2,Z,F
2010,Erythrocebus,Africa,2,B,W
2010,Erythrocebus,Africa,2,P,W
2010,Erythrocebus,Asia,6,Z,C
2010,Erythrocebus,Europe,1,P,W
2010,Erythrocebus,Africa,40,T,
2010,Erythrocebus,Africa,14,E,W
2010,Macaca,Asia,5,Q,C
2010,Macaca,Europe,3,Q,C
2010,Macaca,Asia,540,T,C
2010,Macaca,Europe,2,Q,C
2010,Macaca,Asia,1128,T,C
2010,Macaca,Africa,102,M,W
2010,Macaca,America,465,M,C
2010,Macaca,America,316,S,C
2010,Macaca,America,445,T,C
2010,Macaca,America,262,M,C
2010,Macaca,America,44,T,C
2010,Macaca,America,36,M,C
2010,Macaca,America,74,M,C
2010,Macaca,America,118,M,C
2010,Macaca,Europe,10,M,C
2010,Macaca,Europe,8,T,C
2010,Macaca,Asia,1000,T,F
2010,Macaca,Asia,2,T,C
2010,Macaca,Asia,108,S,C
2010,Macaca,Asia,648,T,C
2010,Macaca,Africa,62,M,W
2010,Macaca,Africa,1578,M,F
2010,Macaca,Asia,149,T,C
2010,Macaca,Africa,1460,M,F
2010,Macaca,Africa,149,M,W
2010,Macaca,Asia,190,M,C
2010,Macaca,Asia,676,T,C
2010,Macaca,Africa,26,M,C
2010,Macaca,Africa,1115,M,F
2010,Macaca,Africa,7,M,W
2010,Macaca,Asia,268,T,C
2010,Macaca,Asia,416,T,C
2010,Macaca,Asia,2689,T,C
2010,Macaca,Asia,184,T,C
2010,Macaca,Asia,415,T,F
2010,Macaca,Asia,1179,M,C
2010,Macaca,Asia,1269,T,C
2010,Macaca,Asia,2,Z,C
2010,Macaca,Asia,781,T,C
2010,Macaca,Europe,2,Q,C
2010,Macaca,Asia,2,T,C
2010,Macaca,Africa,109,M,F
2010,Macaca,Asia,216,T,C
2010,Macaca,Asia,150,T,C
2010,Macaca,Asia,846,T,C
2010,Macaca,Africa,2,M,F
2010,Macaca,Africa,42,M,W
2010,Macaca,Asia,900,T,C
2010,Macaca,Asia,14581,T,C
2010,Macaca,Asia,557,T,C
2010,Macaca,Asia,240,S,F
2010,Macaca,Asia,1680,T,F
2010,Macaca,Africa,2351,M,F
2010,Macaca,Africa,60,M,W
2010,Macaca,Asia,125,M,C
2010,Macaca,Asia,2580,T,C
2010,Macaca,Asia,170,T,C
2010,Macaca,Asia,2,Q,U
2010,Macaca,Asia,1,Q,U
2010,Macaca,Europe,6,Z,C
2010,Macaca,Asia,1,Q,U
2010,Macaca,Asia,1,Q,U
2010,Macaca,America,1,S,C
2010,Macaca,Europe,5,Q,C
2010,Macaca,Asia,120,T,C
2010,Macaca,America,43,M,C
2010,Macaca,America,3,M,F
2010,Macaca,America,92,T,C
2010,Macaca,Europe,2,Q,C
2010,Macaca,Asia,216,T,C
2010,Macaca,Asia,6,Z,F
2010,Macaca,Europe,2,M,C
2010,Macaca,Europe,1,M,C
2010,Macaca,Europe,5,M,F
2010,Macaca,Europe,4,S,C
2010,Macaca,Asia,16,T,C
2010,Macaca,Europe,3,Q,C
2010,Macaca,Asia,5,T,C
2010,Macaca,Asia,38,T,C
2010,Macaca,Asia,31,T,C
2010,Macaca,Europe,6,Q,C
2010,Macaca,Asia,3,Q,U
2010,Macaca,Asia,1,Q,U
2010,Macaca,Europe,2,Q,C
2010,Macaca,Asia,1,Q,U
2010,Macaca,Asia,3,Q,U
2010,Macaca,Europe,1,Q,C
2010,Macaca,Asia,1423,T,C
2010,Macaca,Asia,4,Q,U
2010,Macaca,Asia,112,T,C
2010,Macaca,Asia,1,Q,U
2010,Macaca,Europe,1,Q,C
2010,Macaca,Europe,3,Q,C
2010,Macaca,Europe,2,Q,C
2010,Macaca,Asia,600,T,C
2010,Macaca,Asia,3,Z,F
2010,Macaca,Europe,6,Q,C
2010,Macaca,Europe,1,Q,C
2010,Macaca,Europe,1,Q,C
2010,Macaca,Europe,1,Q,C
2010,Macaca,Asia,2,T,C
2010,Macaca,Europe,6,Q,C
2010,Macaca,Asia,1,Q,U
2010,Macaca,Europe,8,Q,C
2010,Macaca,Europe,2,Q,C
2010,Macaca,Asia,1,Q,U
2010,Macaca,Europe,2,T,C
2010,Macaca,Europe,2,Q,C
2010,Macaca,Asia,45,T,C
2010,Macaca,Europe,2,Q,C
2010,Macaca,Unk,1,Z,C
2010,Macaca,Europe,1,Z,C
2010,Macaca,Asia,10,Z,C
2010,Macaca,Unk,4,Z,C
2010,Macaca,Asia,1,Z,C
2010,Macaca,Europe,1,Z,C
2010,Macaca,Europe,1,Q,C
2010,Macaca,Unk,1,Z,C
2010,Macaca,Asia,2,Z,C
2010,Macaca,Asia,1,Z,C
2010,Macaca,Asia,6,Z,F
2010,Macaca,Asia,1,Z,C
2010,Macaca,Africa,2,Z,C
2010,Macaca,Asia,4,Z,C
2010,Papio,Europe,3,Z,F
2010,Papio,Europe,6,Q,C
2010,Papio,Africa,1,B,C
2010,Papio,Europe,5,Q,C
2010,Papio,Europe,1,Q,C
2010,Papio,America,1,Z,U
2010,Papio,Asia,12,Z,C
2010,Papio,Europe,1,Q,C
2010,Papio,Asia,8,Z,F
2010,Papio,Europe,2,Q,C
2010,Papio,Asia,5,Q,C
2010,Papio,Europe,2,Q,C
2010,Papio,Europe,1,Q,C
2010,Papio,Asia,7,Q,C
2010,Papio,Europe,5,Q,C
2010,Papio,Africa,8,Z,W
2010,Papio,Africa,2,Z,C
2010,Trachypithecus,Asia,2,Z,C
2010,Trachypithecus,Asia,1,Z,C
2010,Trachypithecus,Asia,1,Z,C
2010,Trachypithecus,Europe,2,Z,C
2010,Trachypithecus,Asia,2,Z,C
2010,Trachypithecus,America,1,Z,F
2010,Galago,Africa,20,T,W
2010,Galago,Europe,2,Z,W
2010,Galago,Europe,1,Z,C
2010,Galago,Europe,1,Z,F
2010,Galago,Europe,2,Z,C
2010,Perodicticus,Africa,6,T,W
2010,Chiropotes,America,20,T,W
2010,Chiropotes,America,12,T,W
2010,Chiropotes,America,38,T,W
2010,Pithecia,America,1,Z,F
2010,Pithecia,America,2,Z,F
2010,Tarsius,Asia,2,Z,C
2011,Callimico,Europe,8,Z,C
2011,Callimico,Europe,1,Z,C
2011,Callimico,Europe,1,Z,C
2011,Leontopithecus,Europe,7,Z,C
2011,Leontopithecus,Europe,2,Z,C
2011,Leontopithecus,Europe,2,Z,C
2011,Leontopithecus,Europe,1,Z,C
2011,Leontopithecus,Europe,1,Z,C
2011,Leontopithecus,Europe,4,Z,C
2011,Leontopithecus,Europe,2,Z,C
2011,Leontopithecus,America,1,Z,C
2011,Leontopithecus,Europe,1,Z,C
2011,Leontopithecus,Europe,1,Z,C
2011,Leontopithecus,Europe,1,Z,C
2011,Saguinus,Asia,1,Z,C
2011,Saguinus,Europe,3,Z,C
2011,Saguinus,Europe,6,Z,C
2011,Saguinus,Europe,1,Z,C
2011,Saguinus,Europe,1,Z,C
2011,Saguinus,Europe,3,Z,C
2011,Saguinus,Europe,3,Z,C
2011,Saguinus,Europe,4,Z,C
2011,Saguinus,Other,1,Z,C
2011,Cercopithecus,Europe,2,Z,C
2011,Mandrillus,Europe,1,Z,C
2011,Mandrillus,Europe,3,T,C
2011,Mandrillus,Europe,9,Z,C
2011,Mandrillus,Europe,5,Z,C
2011,Mandrillus,Europe,1,Z,C
2011,Mandrillus,Europe,8,Z,C
2011,Mandrillus,Asia,5,Z,C
2011,Mandrillus,Asia,1,Q,C
2011,Mandrillus,America,1,Z,C
2011,Nasalis,Asia,3,B,F
2011,Microcebus,Europe,10,Z,C
2011,Daubentonia,America,1,Z,F
2011,Gorilla,Africa,1,S,W
2011,Gorilla,Africa,6,S,W
2011,Gorilla,Europe,1,Z,C
2011,Gorilla,Europe,1,Z,C
2011,Gorilla,Europe,1,Z,F
2011,Gorilla,Europe,1,Z,F
2011,Pan,Europe,1,Q,C
2011,Pan,America,1,Z,C
2011,Pan,Africa,1,S,W
2011,Pan,Asia,4,Z,C
2011,Pan,Asia,2,Z,C
2011,Pan,Europe,1,Z,F
2011,Pan,Europe,1,Q,C
2011,Pan,Asia,1,Z,C
2011,Pan,Africa,3,P,W
2011,Pongo,Europe,1,B,C
2011,Pongo,Europe,1,Z,C
2011,Pongo,Asia,1,Q,C
2011,Hylobates,Europe,1,Z,C
2011,Hylobates,Europe,1,Z,C
2011,Hylobates,Europe,1,Z,C
2011,Hylobates,Europe,1,Z,F
2011,Hylobates,Europe,1,Z,C
2011,Hylobates,Other,1,B,C
2011,Hylobates,Europe,2,Z,F
2011,Hylobates,Asia,1,Z,C
2011,Hylobates,Asia,7,Z,W
2011,Symphalangus,Europe,1,Z,C
2011,Symphalangus,Asia,1,Z,C
2011,Symphalangus,Asia,1,Z,C
2011,Symphalangus,Asia,1,Z,C
2011,Symphalangus,Europe,1,Z,C
2011,Symphalangus,Europe,1,Z,C
2011,Symphalangus,Europe,1,Z,C
2011,Symphalangus,Europe,1,Z,C
2011,Symphalangus,Europe,1,Z,C
2011,Symphalangus,Europe,1,Z,C
2011,Eulemur,Europe,2,Z,C
2011,Eulemur,Europe,2,Z,C
2011,Eulemur,Europe,1,Z,C
2011,Eulemur,Europe,1,Z,C
2011,Eulemur,Asia,1,Z,U
2011,Eulemur,Europe,1,Z,W
2011,Eulemur,Europe,2,Z,F
2011,Lemur,Europe,6,Z,C
2011,Lemur,America,3,Z,F
2011,Lemur,Europe,1,Z,C
2011,Lemur,Europe,1,Z,C
2011,Lemur,Europe,2,Z,C
2011,Lemur,Europe,12,Z,C
2011,Lemur,America,10,Z,C
2011,Lemur,Europe,2,Z,C
2011,Lemur,Europe,3,Z,C
2011,Lemur,Europe,1,Z,C
2011,Lemur,Europe,4,Z,C
2011,Lemur,Asia,1,Z,C
2011,Lemur,Asia,1,Z,C
2011,Lemur,Europe,1,Z,C
2011,Lemur,Europe,2,Z,C
2011,Lemur,Asia,2,B,C
2011,Lemur,Europe,1,Z,C
2011,Lemur,Europe,2,Z,C
2011,Lemur,Europe,1,Z,C
2011,Lemur,Europe,2,Z,C
2011,Lemur,Africa,1,Z,C
2011,Lemur,Europe,5,Z,C
2011,Lemur,Europe,6,Z,C
2011,Lemur,Africa,3,Z,C
2011,Lemur,Europe,1,Z,C
2011,Lemur,Europe,1,Z,C
2011,Lemur,Europe,4,T,C
2011,Lemur,Europe,4,Z,C
2011,Prolemur,Europe,1,S,F
2011,Varecia,America,2,Z,C
2011,Varecia,Europe,3,Z,C
2011,Varecia,Other,3,Z,C
2011,Varecia,Europe,2,Z,C
2011,Varecia,Asia,4,Z,F
2011,Varecia,Europe,1,Z,C
2011,Varecia,Europe,1,Z,C
2011,Varecia,Europe,4,Z,F
2011,Varecia,Europe,2,Z,C
2011,Varecia,Europe,1,Z,C
2011,Nycticebus,America,2,Z,U
2011,Nycticebus,America,2,Z,F
2011,Aotus,Europe,1,Z,C
2011,Aotus,Europe,1,Z,C
2011,Aotus,Europe,5,Z,C
2011,Aotus,America,4,Z,F
2011,Aotus,America,6,Z,F
2011,Alouatta,America,6,T,W
2011,Alouatta,Europe,2,Z,C
2011,Ateles,America,1,Z,C
2011,Ateles,Other,2,Z,C
2011,Ateles,America,8,S,C
2011,Ateles,Europe,2,Z,C
2011,Ateles,America,6,T,C
2011,Callithrix,Asia,3,T,C
2011,Callithrix,Africa,10,B,C
2011,Callithrix,Africa,4,T,C
2011,Callithrix,America,6,T,C
2011,Callithrix,Europe,2,T,C
2011,Callithrix,Africa,20,B,C
2011,Callithrix,America,2,Z,F
2011,Callithrix,Africa,60,Z,C
2011,Callithrix,Africa,2,B,C
2011,Callithrix,Africa,20,T,C
2011,Callithrix,Europe,57,B,C
2011,Callithrix,Africa,190,B,C
2011,Callithrix,Europe,9,Z,C
2011,Callithrix,Europe,2,Z,C
2011,Callithrix,Europe,2,Z,C
2011,Callithrix,Africa,20,T,C
2011,Callithrix,Africa,10,T,C
2011,Callithrix,Europe,2,Z,C
2011,Callithrix,Europe,2,Z,C
2011,Callithrix,Europe,2,Z,C
2011,Callithrix,Africa,10,P,C
2011,Callithrix,Africa,87,T,C
2011,Callithrix,Africa,20,T,C
2011,Callithrix,Africa,70,T,C
2011,Callithrix,America,2,T,C
2011,Callithrix,Africa,160,T,C
2011,Callithrix,Europe,2,Z,C
2011,Callithrix,Africa,160,T,F
2011,Callithrix,Africa,20,B,C
2011,Callithrix,Africa,30,Z,C
2011,Callithrix,Africa,10,T,C
2011,Callithrix,Africa,10,T,C
2011,Callithrix,Africa,66,T,C
2011,Callithrix,Africa,20,T,C
2011,Callithrix,Africa,20,T,C
2011,Callithrix,Africa,2,Z,C
2011,Callithrix,Africa,20,B,C
2011,Callithrix,Africa,52,T,C
2011,Callithrix,America,6,T,C
2011,Callithrix,Europe,6,Z,C
2011,Callithrix,Europe,4,Z,C
2011,Callithrix,Europe,3,Z,C
2011,Callithrix,Europe,3,Z,C
2011,Callithrix,Europe,2,Z,C
2011,Callithrix,Europe,21,T,C
2011,Callithrix,Europe,1,T,F
2011,Callithrix,Africa,20,B,C
2011,Callithrix,Europe,2,Z,C
2011,Cebus,America,1,B,F
2011,Cebus,America,4,T,W
2011,Cebus,America,24,T,W
2011,Cebus,America,7,B,W
2011,Cebus,Europe,2,B,F
2011,Cebus,Africa,6,T,C
2011,Cebus,Africa,10,B,C
2011,Cebus,Europe,2,Z,F
2011,Cebus,Asia,1,T,W
2011,Cebus,Asia,1,T,C
2011,Cebus,America,35,T,W
2011,Cebus,America,28,Z,W
2011,Cebus,Asia,6,Z,C
2011,Cebus,Africa,36,Z,C
2011,Cebus,Europe,1,Q,C
2011,Cebus,Europe,1,Q,C
2011,Cebus,America,5,T,W
2011,Cebus,America,12,Z,W
2011,Cebus,America,1,Z,F
2011,Saguinus,Europe,4,T,C
2011,Saguinus,Africa,10,B,C
2011,Saguinus,Africa,8,T,C
2011,Saguinus,Europe,2,Z,C
2011,Saguinus,Europe,1,Z,C
2011,Saguinus,Europe,1,Z,C
2011,Saguinus,Europe,1,B,C
2011,Saguinus,Africa,20,B,C
2011,Saguinus,Europe,2,Z,C
2011,Saguinus,Africa,40,Z,C
2011,Saguinus,Europe,3,Z,C
2011,Saguinus,America,5,B,W
2011,Saguinus,Europe,3,Z,C
2011,Saguinus,Europe,4,Z,C
2011,Saguinus,Africa,1,Z,C
2011,Saguinus,Africa,10,B,C
2011,Saguinus,America,7,T,W
2011,Saguinus,America,2,Z,W
2011,Saguinus,America,10,Z,F
2011,Saguinus,Africa,10,B,C
2011,Saguinus,Africa,52,B,C
2011,Saimiri,Europe,4,Z,C
2011,Saimiri,Europe,2,Z,F
2011,Saimiri,Europe,3,B,C
2011,Saimiri,Europe,1,Z,C
2011,Saimiri,Europe,3,Z,C
2011,Saimiri,Africa,50,Z,C
2011,Saimiri,Africa,12,T,C
2011,Saimiri,America,96,T,W
2011,Saimiri,America,7,B,W
2011,Saimiri,Africa,2,Z,C
2011,Saimiri,Africa,12,Q,C
2011,Saimiri,Africa,12,Z,C
2011,Saimiri,Africa,20,B,C
2011,Saimiri,America,162,T,W
2011,Saimiri,Africa,6,Z,C
2011,Saimiri,America,50,Z,W
2011,Allenopithecus,Africa,4,Z,W
2011,Cercocebus,Africa,1,B,C
2011,Cercocebus,Africa,1,T,C
2011,Cercocebus,Europe,1,Z,C
2011,Cercocebus,Europe,2,Z,C
2011,Cercocebus,Europe,2,Z,C
2011,Cercopithecus,Europe,3,Z,C
2011,Cercopithecus,Africa,10,T,W
2011,Cercopithecus,Europe,6,B,W
2011,Cercopithecus,Africa,10,T,W
2011,Cercopithecus,Africa,10,T,W
2011,Cercopithecus,Europe,9,B,W
2011,Cercopithecus,Europe,10,B,W
2011,Cercopithecus,Africa,10,T,W
2011,Cercopithecus,Europe,1,B,O
2011,Cercopithecus,Europe,2,Z,C
2011,Cercopithecus,Africa,2,Z,C
2011,Cercopithecus,Africa,2,Z,C
2011,Chlorocebus,Africa,44,T,W
2011,Chlorocebus,Africa,6,T,W
2011,Chlorocebus,Africa,10,T,W
2011,Chlorocebus,Europe,1,Q,C
2011,Chlorocebus,Africa,814,T,W
2011,Chlorocebus,Asia,5,P,C
2011,Chlorocebus,Asia,11,T,C
2011,Chlorocebus,Asia,5,T,R
2011,Chlorocebus,Asia,7,T,C
2011,Chlorocebus,Europe,7,B,W
2011,Chlorocebus,Africa,65,T,W
2011,Chlorocebus,America,1,P,F
2011,Chlorocebus,America,30,M,C
2011,Chlorocebus,America,40,M,C
2011,Chlorocebus,America,84,M,W
2011,Chlorocebus,Europe,14,M,C
2011,Chlorocebus,America,350,T,W
2011,Erythrocebus,Africa,16,T,W
2011,Erythrocebus,Africa,70,T,W
2011,Erythrocebus,Africa,400,T,W
2011,Erythrocebus,Europe,5,Z,C
2011,Erythrocebus,Europe,5,Z,C
2011,Erythrocebus,Africa,70,T,W
2011,Erythrocebus,Europe,11,B,W
2011,Erythrocebus,Europe,1,P,W
2011,Erythrocebus,Africa,10,T,W
2011,Erythrocebus,Asia,2,T,C
2011,Erythrocebus,Asia,1,T,R
2011,Lophocebus,Africa,10,T,W
2011,Lophocebus,Africa,10,T,W
2011,Macaca,Asia,3,Q,C
2011,Macaca,Europe,3,Q,C
2011,Macaca,Asia,216,S,C
2011,Macaca,Asia,654,T,C
2011,Macaca,Asia,100,T,
2011,Macaca,America,584,M,C
2011,Macaca,America,192,S,C
2011,Macaca,America,150,T,C
2011,Macaca,America,368,M,C
2011,Macaca,America,64,M,F
2011,Macaca,America,84,M,W
2011,Macaca,America,52,M,C
2011,Macaca,America,95,M,C
2011,Macaca,Europe,6,M,C
2011,Macaca,Asia,6000,T,C
2011,Macaca,Asia,2000,T,C
2011,Macaca,Asia,432,T,C
2011,Macaca,Europe,2,Z,C
2011,Macaca,Africa,1109,M,F
2011,Macaca,Asia,204,T,C
2011,Macaca,Asia,28,S,F
